"Seed","Configuration_ID","XGBoost_BA","Hard_Vote_BA","Standard_Stack_BA","Prefilter_Stack_BA","Prefilter_Minus_Standard","Prefilter_Minus_XGBoost","Direct_Vote_Rate_Test","Test_Cases_Sent_To_Meta","Base_ElasticNet_Threshold","Base_GAM_Threshold","Base_MARS_Threshold","Base_RandomForest_Threshold","Base_XGBoost_Threshold","Base_SVM_Threshold","Base_ElasticNet_Accuracy","Base_GAM_Accuracy","Base_MARS_Accuracy","Base_RandomForest_Accuracy","Base_XGBoost_Accuracy","Base_SVM_Accuracy","Base_ElasticNet_Balanced_Accuracy","Base_GAM_Balanced_Accuracy","Base_MARS_Balanced_Accuracy","Base_RandomForest_Balanced_Accuracy","Base_XGBoost_Balanced_Accuracy","Base_SVM_Balanced_Accuracy","Base_ElasticNet_Precision","Base_GAM_Precision","Base_MARS_Precision","Base_RandomForest_Precision","Base_XGBoost_Precision","Base_SVM_Precision","Base_ElasticNet_Recall","Base_GAM_Recall","Base_MARS_Recall","Base_RandomForest_Recall","Base_XGBoost_Recall","Base_SVM_Recall","Base_ElasticNet_Specificity","Base_GAM_Specificity","Base_MARS_Specificity","Base_RandomForest_Specificity","Base_XGBoost_Specificity","Base_SVM_Specificity","Base_ElasticNet_F1","Base_GAM_F1","Base_MARS_F1","Base_RandomForest_F1","Base_XGBoost_F1","Base_SVM_F1","Gate_Threshold_ElasticNet","Gate_Threshold_GAM","Gate_Threshold_MARS","Gate_Threshold_RandomForest","Gate_Threshold_XGBoost","Gate_Threshold_SVM"
700,"SpambasePrefilter5of6OOFThresholds",0.941438447880814,0.954491801977841,0.954422369243282,0.955803584712896,0.00138121546961323,0.0143651368320818,0.939064200217628,56,0.33,0.59,0.45,0.42,0.58,0.3,0.926006528835691,0.933623503808487,0.941240478781284,0.954298150163221,0.947769314472252,0.928182807399347,0.928320620530268,0.926383943184185,0.939437297281213,0.950692839501275,0.941438447880814,0.928665304462541,0.880829015544041,0.936231884057971,0.920765027322404,0.949438202247191,0.953757225433526,0.891534391534392,0.939226519337017,0.892265193370166,0.930939226519337,0.933701657458563,0.911602209944751,0.930939226519337,0.917414721723519,0.960502692998205,0.947935368043088,0.967684021543986,0.971274685816876,0.926391382405745,0.909090909090909,0.913719943422914,0.925824175824176,0.94150417827298,0.932203389830508,0.910810810810811,0.36,0.54,0.44,0.38,0.37,0.37
